index	frame_id	xray_file_base_name	photo_file_name	specimen_position_in_frame	field_id	individual_id	xray_preprocessor_name	xray_preprocessed	xray_cropped_individual	photo_processor_name	is_photo_rearranged_relative_to_xray	photo_cropped-scaled	landmarks_registering_photo_to_xray	photo_warped	xray_postprocessor_name	xray_accentuated-edges	xray_accentuated-skeleton	xray_overalayed_accentuated-edges-skeleton	xray_overlayed_on_warped_photo	notes_file_processing
316	80	sde_xray_080	20241212_152413.jpg	4	NA	Sde-ASac_071	Chris Bird	sde_xray_080_bckgrnd-despeck-inv-scaled.tif												
317	81	sde_xray_081	20241212_152750.jpg	1	Sde-C-0088-E	Sde-CTlk_088	Chris Bird	sde_xray_081_bckgrnd-despeck-inv-scaled.tif												
318	81	sde_xray_081	20241212_152750.jpg	2	NA	Sde-ASac_017	Chris Bird	sde_xray_081_bckgrnd-despeck-inv-scaled.tif												
319	81	sde_xray_081	20241212_152750.jpg	3	Sde-C-0064-E	Sde-CTlk_064	Chris Bird	sde_xray_081_bckgrnd-despeck-inv-scaled.tif												
320	81	sde_xray_081	20241212_152750.jpg	4	NA	Sde-ASac_070	Chris Bird	sde_xray_081_bckgrnd-despeck-inv-scaled.tif												
321	82	sde_xray_082	20241212_153134.jpg	1	Sde-C-0057-E	Sde-CTlk_057	Chris Bird	sde_xray_082_bckgrnd-despeck-inv-scaled.tif												
322	82	sde_xray_082	20241212_153134.jpg	2	NA	Sde-ASac_026	Chris Bird	sde_xray_082_bckgrnd-despeck-inv-scaled.tif												
323	82	sde_xray_082	20241212_153134.jpg	3	Sde-C-0092-E	Sde-CTlk_092	Chris Bird	sde_xray_082_bckgrnd-despeck-inv-scaled.tif												
324	82	sde_xray_082	20241212_153134.jpg	4	NA	Sde-ASac_008	Chris Bird	sde_xray_082_bckgrnd-despeck-inv-scaled.tif												
325	83	sde_xray_083	20241212_153759.jpg	1	Sde-C-0054-E	Sde-CTlk_054	Chris Bird	sde_xray_083_bckgrnd-despeck-inv-scaled.tif												
326	83	sde_xray_083	20241212_153759.jpg	2	NA	Sde-ASac_076	Chris Bird	sde_xray_083_bckgrnd-despeck-inv-scaled.tif												
327	83	sde_xray_083	20241212_153759.jpg	3	Sde-C-0081-E	Sde-CTlk_081	Chris Bird	sde_xray_083_bckgrnd-despeck-inv-scaled.tif												
328	83	sde_xray_083	20241212_153759.jpg	4	NA	Sde-ASac_047	Chris Bird	sde_xray_083_bckgrnd-despeck-inv-scaled.tif												
329	84	sde_xray_084	20241212_154746.jpg	1	Sde-C-0094-E	Sde-CTlk_094	Chris Bird	sde_xray_084_bckgrnd-despeck-inv-scaled.tif												
330	84	sde_xray_084	20241212_154746.jpg	2	NA	Sde-ASac_048	Chris Bird	sde_xray_084_bckgrnd-despeck-inv-scaled.tif												
331	84	sde_xray_084	20241212_154746.jpg	3	Sde-C-0075-E	Sde-CTlk_075	Chris Bird	sde_xray_084_bckgrnd-despeck-inv-scaled.tif												
332	84	sde_xray_084	20241212_154746.jpg	4	NA	Sde-ASac_061	Chris Bird	sde_xray_084_bckgrnd-despeck-inv-scaled.tif												
333	85	sde_xray_085	20241212_154908.jpg	1	Sde-C-0063-E	Sde-CTlk_063	Chris Bird	sde_xray_085_bckgrnd-despeck-inv-scaled.tif												
334	85	sde_xray_085	20241212_154908.jpg	2	NA	Sde-ASac_041	Chris Bird	sde_xray_085_bckgrnd-despeck-inv-scaled.tif												
335	85	sde_xray_085	20241212_154908.jpg	3	Sde-C-0096-E	Sde-CTlk_096	Chris Bird	sde_xray_085_bckgrnd-despeck-inv-scaled.tif												
336	85	sde_xray_085	20241212_154908.jpg	4	NA	Sde-ASac_088	Chris Bird	sde_xray_085_bckgrnd-despeck-inv-scaled.tif												
337	86	sde_xray_086	20241212_155147.jpg	1	Sde-C-0076-E	Sde-CTlk_076	Chris Bird	sde_xray_086_bckgrnd-despeck-inv-scaled.tif												
338	86	sde_xray_086	20241212_155147.jpg	2	NA	Sde-ASac_043	Chris Bird	sde_xray_086_bckgrnd-despeck-inv-scaled.tif												
339	86	sde_xray_086	20241212_155147.jpg	3	Sde-C-0090-E	Sde-CTlk_090	Chris Bird	sde_xray_086_bckgrnd-despeck-inv-scaled.tif												
340	86	sde_xray_086	20241212_155147.jpg	4	NA	Sde-ASac_025	Chris Bird	sde_xray_086_bckgrnd-despeck-inv-scaled.tif												
341	87	sde_xray_087	20241212_155712.jpg	1	Sde-C-0067-E	Sde-CTlk_067	Chris Bird	sde_xray_087_bckgrnd-despeck-inv-scaled.tif												
342	87	sde_xray_087	20241212_155712.jpg	2	NA	Sde-ASac_005	Chris Bird	sde_xray_087_bckgrnd-despeck-inv-scaled.tif												
343	87	sde_xray_087	20241212_155712.jpg	3	Sde-C-0086-E	Sde-CTlk_086	Chris Bird	sde_xray_087_bckgrnd-despeck-inv-scaled.tif												
344	87	sde_xray_087	20241212_155712.jpg	4	NA	Sde-ASac_056	Chris Bird	sde_xray_087_bckgrnd-despeck-inv-scaled.tif												
345	88	sde_xray_088	20241212_160131.jpg	1	Sde-C-0070-E	Sde-CTlk_070	Chris Bird	sde_xray_088_bckgrnd-despeck-inv-scaled.tif												
346	88	sde_xray_088	20241212_160131.jpg	2	NA	Sde-ASac_055	Chris Bird	sde_xray_088_bckgrnd-despeck-inv-scaled.tif												
347	88	sde_xray_088	20241212_160131.jpg	3	Sde-C-0069-E	Sde-CTlk_069	Chris Bird	sde_xray_088_bckgrnd-despeck-inv-scaled.tif												
348	88	sde_xray_088	20241212_160131.jpg	4	NA	Sde-ASac_053	Chris Bird	sde_xray_088_bckgrnd-despeck-inv-scaled.tif												
349	89	sde_xray_089	20241212_160626.jpg	1	Sde-C-0053-E	Sde-CTlk_053	Chris Bird	sde_xray_089_bckgrnd-despeck-inv-scaled.tif												
350	89	sde_xray_089	20241212_160626.jpg	2	NA	Sde-ASac_014	Chris Bird	sde_xray_089_bckgrnd-despeck-inv-scaled.tif												
351	89	sde_xray_089	20241212_160626.jpg	3	Sde-C-0099-E	Sde-CTlk_099	Chris Bird	sde_xray_089_bckgrnd-despeck-inv-scaled.tif												
352	89	sde_xray_089	20241212_160626.jpg	4	NA	Sde-ASac_013	Chris Bird	sde_xray_089_bckgrnd-despeck-inv-scaled.tif												
353	90	sde_xray_090	20241212_161032.jpg	1	Sde-C-0082-E	Sde-CTlk_082	Chris Bird	sde_xray_090_bckgrnd-despeck-inv-scaled.tif												
354	90	sde_xray_090	20241212_161032.jpg	2	NA	Sde-ASac_045	Chris Bird	sde_xray_090_bckgrnd-despeck-inv-scaled.tif												
355	90	sde_xray_090	20241212_161032.jpg	3	Sde-C-0098-E	Sde-CTlk_098	Chris Bird	sde_xray_090_bckgrnd-despeck-inv-scaled.tif												
356	90	sde_xray_090	20241212_161032.jpg	4	NA	Sde-ASac_007	Chris Bird	sde_xray_090_bckgrnd-despeck-inv-scaled.tif												
357	91	sde_xray_091	20241212_161411.jpg	1	Sde-C-0072-E	Sde-CTlk_072	Chris Bird	sde_xray_091_bckgrnd-despeck-inv-scaled.tif												
358	91	sde_xray_091	20241212_161411.jpg	2	NA	Sde-ASac_054	Chris Bird	sde_xray_091_bckgrnd-despeck-inv-scaled.tif												
359	91	sde_xray_091	20241212_161411.jpg	3	Sde-C-0065-E	Sde-CTlk_065	Chris Bird	sde_xray_091_bckgrnd-despeck-inv-scaled.tif												
360	91	sde_xray_091	20241212_161411.jpg	4	NA	Sde-ASac_016	Chris Bird	sde_xray_091_bckgrnd-despeck-inv-scaled.tif												
361	92	sde_xray_092	20241212_161831.jpg	1	Sde-C-0066-E	Sde-CTlk_066	Chris Bird	sde_xray_092_bckgrnd-despeck-inv-scaled.tif												
362	92	sde_xray_092	20241212_161831.jpg	2	NA	Sde-ASac_052	Chris Bird	sde_xray_092_bckgrnd-despeck-inv-scaled.tif												
363	92	sde_xray_092	20241212_161831.jpg	3	Sde-C-0060-E	Sde-CTlk_060	Chris Bird	sde_xray_092_bckgrnd-despeck-inv-scaled.tif												
364	92	sde_xray_092	20241212_161831.jpg	4	NA	Sde-ASac_058	Chris Bird	sde_xray_092_bckgrnd-despeck-inv-scaled.tif												
365	93	sde_xray_093	20241212_162424.jpg	1	Sde-C-0061-E	Sde-CTlk_061	Chris Bird	sde_xray_093_bckgrnd-despeck-inv-scaled.tif												
366	93	sde_xray_093	20241212_162424.jpg	2	NA	Sde-ASac_065	Chris Bird	sde_xray_093_bckgrnd-despeck-inv-scaled.tif												
367	93	sde_xray_093	20241212_162424.jpg	3	Sde-C-0089-E	Sde-CTlk_089	Chris Bird	sde_xray_093_bckgrnd-despeck-inv-scaled.tif												
368	93	sde_xray_093	20241212_162424.jpg	4	NA	Sde-ASac_020	Chris Bird	sde_xray_093_bckgrnd-despeck-inv-scaled.tif												
369	94	sde_xray_094	20241212_162528.jpg	1	Sde-C-0085-E	Sde-CTlk_085	Chris Bird	sde_xray_094_bckgrnd-despeck-inv-scaled.tif												
370	94	sde_xray_094	20241212_162528.jpg	2	NA	Sde-ASac_002	Chris Bird	sde_xray_094_bckgrnd-despeck-inv-scaled.tif												
371	94	sde_xray_094	20241212_162528.jpg	3	Sde-C-0087-E	Sde-CTlk_087	Chris Bird	sde_xray_094_bckgrnd-despeck-inv-scaled.tif												
372	94	sde_xray_094	20241212_162528.jpg	4	NA	Sde-ASac_015	Chris Bird	sde_xray_094_bckgrnd-despeck-inv-scaled.tif												
373	95	sde_xray_095	20241212_162921.jpg	1	Sde-C-0079-E	Sde-CTlk_079	Chris Bird	sde_xray_095_bckgrnd-despeck-inv-scaled.tif												
374	95	sde_xray_095	20241212_162921.jpg	2	NA	Sde-ASac_010	Chris Bird	sde_xray_095_bckgrnd-despeck-inv-scaled.tif												
375	95	sde_xray_095	20241212_162921.jpg	3	Sde-C-0059-E	Sde-CTlk_059	Chris Bird	sde_xray_095_bckgrnd-despeck-inv-scaled.tif												
376	95	sde_xray_095	20241212_162921.jpg	4	NA	Sde-ASac_064	Chris Bird	sde_xray_095_bckgrnd-despeck-inv-scaled.tif												
377	96	sde_xray_096	20241212_163405.jpg	1	Sde-C-0080-E	Sde-CTlk_080	Chris Bird	sde_xray_096_bckgrnd-despeck-inv-scaled.tif												
378	96	sde_xray_096	20241212_163405.jpg	2	NA	Sde-ASac_060	Chris Bird	sde_xray_096_bckgrnd-despeck-inv-scaled.tif												
379	96	sde_xray_096	20241212_163405.jpg	3	Sde-C-0071-E	Sde-CTlk_071	Chris Bird	sde_xray_096_bckgrnd-despeck-inv-scaled.tif												
380	96	sde_xray_096	20241212_163405.jpg	4	NA	Sde-ASac_051	Chris Bird	sde_xray_096_bckgrnd-despeck-inv-scaled.tif												
381	97	sde_xray_097	20241212_163810.jpg	1	Sde-C-0077-E	Sde-CTlk_077	Chris Bird	sde_xray_097_bckgrnd-despeck-inv-scaled.tif												
382	97	sde_xray_097	20241212_163810.jpg	2	NA	Sde-ASac_060	Chris Bird	sde_xray_097_bckgrnd-despeck-inv-scaled.tif												
383	97	sde_xray_097	20241212_163810.jpg	3	Sde-C-0095-E	Sde-CTlk_095	Chris Bird	sde_xray_097_bckgrnd-despeck-inv-scaled.tif												
384	97	sde_xray_097	20241212_163810.jpg	4	NA	Sde-ASac_051	Chris Bird	sde_xray_097_bckgrnd-despeck-inv-scaled.tif												
385	98	sde_xray_098	20241212_164136.jpg	1	Sde-C-0074-E	Sde-CTlk_074	Chris Bird	sde_xray_098_bckgrnd-despeck-inv-scaled.tif												
386	98	sde_xray_098	20241212_164136.jpg	2	NA	Sde-ASac_001	Chris Bird	sde_xray_098_bckgrnd-despeck-inv-scaled.tif												
387	98	sde_xray_098	20241212_164136.jpg	3	Sde-C-0073-E	Sde-CTlk_073	Chris Bird	sde_xray_098_bckgrnd-despeck-inv-scaled.tif												
388	98	sde_xray_098	20241212_164136.jpg	4	NA	Sde-ASac_039	Chris Bird	sde_xray_098_bckgrnd-despeck-inv-scaled.tif												
389	99	sde_xray_099	20241212_164609.jpg	1	Sde-C-0068-E	Sde-CTlk_068	Chris Bird	sde_xray_099_bckgrnd-despeck-inv-scaled.tif												
390	99	sde_xray_099	20241212_164609.jpg	2	NA	Sde-ASac_057	Chris Bird	sde_xray_099_bckgrnd-despeck-inv-scaled.tif												
391	99	sde_xray_099	20241212_164609.jpg	3	Sde-C-0091-E	Sde-CTlk_091	Chris Bird	sde_xray_099_bckgrnd-despeck-inv-scaled.tif												
392	99	sde_xray_099	20241212_164609.jpg	4	NA	Sde-ASac_066	Chris Bird	sde_xray_099_bckgrnd-despeck-inv-scaled.tif												
393	100	sde_xray_100	20241212_164935.jpg	1	Sde-C-0058-E	Sde-CTlk_058	Chris Bird	sde_xray_100_bckgrnd-despeck-inv-scaled.tif												
394	100	sde_xray_100	20241212_164935.jpg	2	Sde-C-0093-E	Sde-CTlk_093	Chris Bird	sde_xray_100_bckgrnd-despeck-inv-scaled.tif												
395	100	sde_xray_100	20241212_164935.jpg	3	Sde-C-0051-E	Sde-CTlk_051	Chris Bird	sde_xray_100_bckgrnd-despeck-inv-scaled.tif												
396	100	sde_xray_100	20241212_164935.jpg	4	NA	Sde-ASac_059	Chris Bird	sde_xray_100_bckgrnd-despeck-inv-scaled.tif												
397	100	sde_xray_100	20241212_164935.jpg	5	Sde-C-0055-E	Sde-CTlk_055	Chris Bird	sde_xray_100_bckgrnd-despeck-inv-scaled.tif												
